,Tarih,Saat,Toplam (MWh),KIRLARELI WindSpeed(m/s)
461,20.02.2018,05:00,54.0,(10.464765302364704+0j)
462,20.02.2018,06:00,52.3,(10.35377689189424+0j)
463,20.02.2018,07:00,47.65,(10.037353225790046+0j)
464,20.02.2018,08:00,49.45,(10.162182843777028+0j)
465,20.02.2018,09:00,52.5,(10.366958035206576+0j)
466,20.02.2018,10:00,51.5,(10.300713682890184+0j)
467,20.02.2018,11:00,55.25,(10.544896793934308+0j)
468,20.02.2018,12:00,55.23,(10.543624254635892+0j)
469,20.02.2018,13:00,55.27,(10.546169026171293+0j)
470,20.02.2018,14:00,57.05,(10.65818994261112+0j)
471,20.02.2018,15:00,57.65,(10.695424096354756+0j)
472,20.02.2018,16:00,57.15,(10.664413704575955+0j)
473,20.02.2018,17:00,57.67,(10.69666077603235+0j)
474,20.02.2018,18:00,57.13,(10.66316953333389+0j)
475,20.02.2018,19:00,56.6,(10.630092650726816+0j)
476,20.02.2018,20:00,57.06,(10.658812645927716+0j)
477,20.02.2018,21:00,56.35,(10.614418648854851+0j)
478,20.02.2018,22:00,55.4,(10.554431063860472+0j)
479,20.02.2018,23:00,55.09,(10.534707866235367+0j)
480,21.02.2018,00:00,55.2,(10.541714869542597+0j)
481,21.02.2018,01:00,53.3,(10.419350374357705+0j)
482,21.02.2018,02:00,52.3,(10.35377689189424+0j)
483,21.02.2018,03:00,53.6,(10.438862312018928+0j)
484,21.02.2018,04:00,51.45,(10.29737903918585+0j)
485,21.02.2018,05:00,51.25,(10.284018817839454+0j)
486,21.02.2018,06:00,50.0,(10.199719790116307+0j)
487,21.02.2018,07:00,49.4,(10.158756618688013+0j)
488,21.02.2018,08:00,48.6,(10.103619811822446+0j)
489,21.02.2018,09:00,50.0,(10.199719790116307+0j)
490,21.02.2018,10:00,52.05,(10.33725312156818+0j)
491,21.02.2018,11:00,52.48,(10.365641428888734+0j)
492,21.02.2018,12:00,50.77,(10.251811853921692+0j)
493,21.02.2018,13:00,53.63,(10.440809497721995+0j)
494,21.02.2018,14:00,52.67,(10.378135711563012+0j)
495,21.02.2018,15:00,52.4,(10.360371656028844+0j)
496,21.02.2018,16:00,54.48,(10.495680593648917+0j)
497,21.02.2018,17:00,53.82,(10.453124841920511+0j)
498,21.02.2018,18:00,53.92,(10.459594962934963+0j)
499,21.02.2018,19:00,54.24,(10.480245746976852+0j)
500,21.02.2018,20:00,53.74,(10.447942972268825+0j)
501,21.02.2018,21:00,53.42,(10.427163913374711+0j)
502,21.02.2018,22:00,54.5,(10.496964783138505+0j)
503,21.02.2018,23:00,52.8,(10.386667128346074+0j)
504,22.02.2018,00:00,50.3,(10.22007856627204+0j)
505,22.02.2018,01:00,52.5,(10.366958035206576+0j)
506,22.02.2018,02:00,52.5,(10.366958035206576+0j)
507,22.02.2018,03:00,53.55,(10.435615387295629+0j)
508,22.02.2018,04:00,52.75,(10.383387473209087+0j)
509,22.02.2018,05:00,56.3,(10.61127828812457+0j)
510,22.02.2018,06:00,55.75,(10.57661096020827+0j)
511,22.02.2018,07:00,56.95,(10.651958903516196+0j)
512,22.02.2018,08:00,55.65,(10.57028334220965+0j)
513,22.02.2018,09:00,52.95,(10.396493687781444+0j)
514,22.02.2018,10:00,44.9,(9.840421164931+0j)
515,22.02.2018,11:00,35.22,(9.07530765453355+0j)
516,22.02.2018,12:00,32.18,(8.806302224764757+0j)
517,22.02.2018,13:00,23.25,(7.902040025587216+0j)
518,22.02.2018,14:00,15.8,(6.94731944091609+0j)
519,22.02.2018,15:00,13.05,(6.51831098589462+0j)
520,22.02.2018,16:00,12.94,(6.499944745916218+0j)
521,22.02.2018,17:00,15.32,(6.8762421343278115+0j)
522,22.02.2018,18:00,18.9,(7.374832724671146+0j)
523,22.02.2018,19:00,19.34,(7.431624012564742+0j)
524,22.02.2018,20:00,17.9,(7.242401262466873+0j)
525,22.02.2018,21:00,22.15,(7.775401360871594+0j)
526,22.02.2018,22:00,22.8,(7.8507266301938055+0j)
527,22.02.2018,23:00,29.45,(8.549879733383484+0j)
528,23.02.2018,00:00,27.6,(8.366964636730366+0j)
529,23.02.2018,01:00,20.25,(7.546401630351686+0j)
530,23.02.2018,02:00,19.1,(7.400755021198589+0j)
531,23.02.2018,03:00,15.51,(6.904552009487008+0j)
532,23.02.2018,04:00,21.71,(7.723571664146655+0j)
533,23.02.2018,05:00,41.08,(9.553042672822642+0j)
534,23.02.2018,06:00,45.8,(9.905735606645607+0j)
535,23.02.2018,07:00,51.35,(10.290703264842003+0j)
536,23.02.2018,08:00,46.8,(9.977311323068937+0j)
537,23.02.2018,09:00,39.1,(9.397027371707107+0j)
538,23.02.2018,10:00,39.0,(9.389009426370514+0j)
539,23.02.2018,11:00,39.05,(9.393020110081869+0j)
540,23.02.2018,12:00,44.85,(9.836767090638507+0j)
541,23.02.2018,13:00,47.9,(10.054876573560641+0j)
542,23.02.2018,14:00,48.4,(10.089741195709909+0j)
543,23.02.2018,15:00,48.1,(10.068851402626981+0j)
544,23.02.2018,16:00,47.15,(10.002121790855101+0j)
545,23.02.2018,17:00,45.53,(9.886231810737144+0j)
546,23.02.2018,18:00,37.82,(9.29334544935876+0j)
547,23.02.2018,19:00,37.58,(9.27364566490032+0j)
548,23.02.2018,20:00,36.81,(9.20987025113418+0j)
549,23.02.2018,21:00,33.19,(8.897486209372252+0j)
550,23.02.2018,22:00,24.62,(8.054296051976529+0j)
551,23.02.2018,23:00,21.09,(7.649336494841557+0j)
552,24.02.2018,00:00,22.31,(7.7940782712059535+0j)
553,24.02.2018,01:00,18.13,(7.273288939939649+0j)
554,24.02.2018,02:00,13.85,(6.648874933511075+0j)
555,24.02.2018,03:00,5.98,(5.025338270543185+0j)
556,24.02.2018,04:00,5.28,(4.8210638161384045+0j)
557,24.02.2018,05:00,5.21,(4.7996637584375375+0j)
558,24.02.2018,06:00,1.96,(3.4648432873177093+0j)
559,24.02.2018,07:00,5.35,(4.842275557989279+0j)
560,24.02.2018,08:00,1.03,(2.7960438684337316+0j)
561,24.02.2018,09:00,0.0,0j
562,24.02.2018,10:00,1.92,(3.441110739163518+0j)
563,24.02.2018,11:00,3.66,(4.266698297403924+0j)
564,24.02.2018,12:00,1.31,(3.0293910496706147+0j)
565,24.02.2018,13:00,5.28,(4.8210638161384045+0j)
566,24.02.2018,14:00,9.21,(5.80343043275283+0j)
567,24.02.2018,15:00,17.03,(7.123112257761313+0j)
568,24.02.2018,16:00,27.15,(8.321242605797178+0j)
569,24.02.2018,17:00,28.1,(8.417187716035697+0j)
570,24.02.2018,18:00,26.65,(8.269843872540338+0j)
571,24.02.2018,19:00,28.5,(8.456938897023322+0j)
572,24.02.2018,20:00,42.2,(9.639083070144421+0j)
573,24.02.2018,21:00,56.95,(10.651958903516196+0j)
574,24.02.2018,22:00,59.2,(10.790431406198712+0j)
575,24.02.2018,23:00,58.95,(10.775220741255533+0j)
576,25.02.2018,00:00,58.26,(10.733014914128976+0j)
577,25.02.2018,01:00,57.04,(10.657567166523304+0j)
578,25.02.2018,02:00,56.2,(10.604991984349924+0j)
579,25.02.2018,03:00,59.8,(10.826763099203069+0j)
580,25.02.2018,04:00,59.14,(10.786784757929725+0j)
581,25.02.2018,05:00,59.26,(10.794075591347832+0j)
582,25.02.2018,06:00,58.2,(10.729329125750512+0j)
583,25.02.2018,07:00,53.76,(10.449238921546849+0j)
584,25.02.2018,08:00,52.31,(10.354436746391718+0j)
585,25.02.2018,09:00,50.94,(10.263241611651061+0j)
586,25.02.2018,10:00,47.2,(10.005656109803262+0j)
587,25.02.2018,11:00,49.16,(10.142278476835292+0j)
588,25.02.2018,12:00,48.51,(10.097379155625797+0j)
589,25.02.2018,13:00,40.77,(9.528952086313133+0j)
590,25.02.2018,14:00,35.22,(9.07530765453355+0j)
591,25.02.2018,15:00,36.13,(9.152805353122096+0j)
592,25.02.2018,16:00,46.1,(9.927316798187775+0j)
593,25.02.2018,17:00,49.9,(10.192915438670475+0j)
594,25.02.2018,18:00,50.3,(10.22007856627204+0j)
595,25.02.2018,19:00,51.5,(10.300713682890184+0j)
596,25.02.2018,20:00,52.3,(10.35377689189424+0j)
597,25.02.2018,21:00,54.23,(10.479601641158316+0j)
598,25.02.2018,22:00,51.97,(10.331954342849519+0j)
599,25.02.2018,23:00,47.8,(10.047874568111203+0j)
600,26.02.2018,00:00,32.0,(8.789852057772519+0j)
601,26.02.2018,01:00,37.95,(9.303981385292929+0j)
602,26.02.2018,02:00,39.03,(9.391416247656757+0j)
603,26.02.2018,03:00,31.97,(8.78710437017312+0j)
604,26.02.2018,04:00,27.95,(8.402183784552705+0j)
605,26.02.2018,05:00,32.1,(8.798998632590058+0j)
606,26.02.2018,06:00,24.77,(8.070620166460383+0j)
607,26.02.2018,07:00,21.75,(7.728312234104198+0j)
608,26.02.2018,08:00,44.38,(9.802285300122266+0j)
609,26.02.2018,09:00,55.05,(10.53215755254466+0j)
610,26.02.2018,10:00,58.3,(10.735470700718311+0j)
611,26.02.2018,11:00,58.55,(10.750793974014675+0j)
612,26.02.2018,12:00,59.18,(10.789216130661213+0j)
613,26.02.2018,13:00,58.9,(10.772173450159418+0j)
614,26.02.2018,14:00,58.65,(10.756911070056628+0j)
615,26.02.2018,15:00,59.18,(10.789216130661213+0j)
616,26.02.2018,16:00,59.22,(10.791646408056318+0j)
617,26.02.2018,17:00,59.3,(10.79650368176633+0j)
618,26.02.2018,18:00,59.07,(10.782527216280492+0j)
619,26.02.2018,19:00,58.5,(10.747732813833814+0j)
620,26.02.2018,20:00,57.2,(10.667522863266566+0j)
621,26.02.2018,21:00,52.88,(10.391910272663276+0j)
622,26.02.2018,22:00,50.82,(10.255176192524294+0j)
623,26.02.2018,23:00,48.0,(10.061868840468914+0j)
624,27.02.2018,00:00,54.6,(10.503381022378692+0j)
625,27.02.2018,01:00,56.15,(10.601846035786709+0j)
626,27.02.2018,02:00,53.55,(10.435615387295629+0j)
627,27.02.2018,03:00,46.17,(9.932338929389672+0j)
628,27.02.2018,04:00,35.8,(9.124853802367218+0j)
629,27.02.2018,05:00,29.9,(8.593207566542718+0j)
630,27.02.2018,06:00,26.4,(8.243903162990037+0j)
631,27.02.2018,07:00,17.86,(7.2370025267632565+0j)
632,27.02.2018,08:00,15.0,(6.828028509109047+0j)
633,27.02.2018,09:00,10.92,(6.142414484128736+0j)
634,27.02.2018,10:00,7.44,(5.4049193493722605+0j)
635,27.02.2018,11:00,8.48,(5.645861110011855+0j)
636,27.02.2018,12:00,6.64,(5.203804023090843+0j)
637,27.02.2018,13:00,3.67,(4.270580645585373+0j)
638,27.02.2018,14:00,1.6,(3.238209184922298+0j)
639,27.02.2018,15:00,0.0,0j
640,27.02.2018,16:00,0.36,(1.9695442366618514+0j)
641,27.02.2018,17:00,1.0,(2.768629908262341+0j)
642,27.02.2018,18:00,2.39,(3.7016686403309342+0j)
643,27.02.2018,19:00,2.89,(3.943642336885576+0j)
644,27.02.2018,20:00,3.05,(4.015116822222433+0j)
645,27.02.2018,21:00,4.28,(4.495170431847825+0j)
646,27.02.2018,22:00,3.5,(4.203595523317276+0j)
647,27.02.2018,23:00,4.8,(4.670305805519687+0j)
648,28.02.2018,00:00,5.07,(4.756281596441787+0j)
649,28.02.2018,01:00,7.31,(5.373253930685604+0j)
650,28.02.2018,02:00,10.44,(6.0510638972287945+0j)
651,28.02.2018,03:00,11.2,(6.194471326177825+0j)
652,28.02.2018,04:00,9.8,(5.924798680317499+0j)
653,28.02.2018,05:00,5.0,(4.734290548378313+0j)
654,28.02.2018,06:00,1.08,(2.840574329026988+0j)
655,28.02.2018,07:00,0.05,(1.0199719790116308+0j)
656,28.02.2018,08:00,0.49,(2.182714496139266+0j)
657,28.02.2018,09:00,4.27,(4.491666790185233+0j)
658,28.02.2018,10:00,6.21,(5.08895690104135+0j)
659,28.02.2018,11:00,5.46,(4.875237606865331+0j)
660,28.02.2018,12:00,0.31,(1.8737808839215773+0j)
661,28.02.2018,13:00,0.36,(1.9695442366618514+0j)
662,28.02.2018,14:00,2.1,(3.5454497760819916+0j)
663,28.02.2018,15:00,7.52,(5.424222796616457+0j)
664,28.02.2018,16:00,8.1,(5.560236261521355+0j)
665,28.02.2018,17:00,9.75,(5.914705306972799+0j)
666,28.02.2018,18:00,3.71,(4.286039895850921+0j)
667,28.02.2018,19:00,3.82,(4.327987791630522+0j)
668,28.02.2018,20:00,5.87,(4.994334272767719+0j)
669,28.02.2018,21:00,11.31,(6.21468481401634+0j)
670,28.02.2018,22:00,18.29,(7.294622265238529+0j)
671,28.02.2018,23:00,16.75,(7.083857939238204+0j)
672,01.03.2018,00:00,11.55,(6.25833635748661+0j)
673,01.03.2018,01:00,6.2,(5.086223840955505+0j)
674,01.03.2018,02:00,6.03,(5.039305374807029+0j)
675,01.03.2018,03:00,4.77,(4.6605556606556515+0j)
676,01.03.2018,04:00,3.24,(4.096817105465428+0j)
677,01.03.2018,05:00,0.65,(2.398295494753236+0j)
678,01.03.2018,06:00,0.0,0j
679,01.03.2018,07:00,0.0,0j
680,01.03.2018,08:00,0.0,0j
681,01.03.2018,09:00,0.0,0j
682,01.03.2018,10:00,0.0,0j
683,01.03.2018,11:00,0.0,0j
684,01.03.2018,12:00,0.0,0j
685,01.03.2018,13:00,0.21,(1.64565200907971+0j)
686,01.03.2018,14:00,3.36,(4.146783214082631+0j)
687,01.03.2018,15:00,1.74,(3.330028794510379+0j)
688,01.03.2018,16:00,2.78,(3.8929590736983752+0j)
689,01.03.2018,17:00,4.72,(4.64421416722323+0j)
690,01.03.2018,18:00,4.35,(4.519544411793635+0j)
691,01.03.2018,19:00,4.92,(4.708905124586921+0j)
692,01.03.2018,20:00,2.33,(3.670429440834073+0j)
693,01.03.2018,21:00,2.7,(3.8552524999790565+0j)
694,01.03.2018,22:00,4.33,(4.512607264416971+0j)
695,01.03.2018,23:00,6.25,(5.099859895058154+0j)
696,02.03.2018,00:00,13.78,(6.6376545350122464+0j)
697,02.03.2018,01:00,24.46,(8.036810415316198+0j)
698,02.03.2018,02:00,33.87,(8.957840080563367+0j)
699,02.03.2018,03:00,31.91,(8.781603833918743+0j)
700,02.03.2018,04:00,35.7,(9.116349739842986+0j)
701,02.03.2018,05:00,46.2,(9.934489717445075+0j)
702,02.03.2018,06:00,55.09,(10.534707866235367+0j)
703,02.03.2018,07:00,59.56,(10.812259715331349+0j)
704,02.03.2018,08:00,58.51,(10.748345185370313+0j)
705,02.03.2018,09:00,59.39,(10.801962895749943+0j)
706,02.03.2018,10:00,55.6,(10.56711669032986+0j)
707,02.03.2018,11:00,50.3,(10.22007856627204+0j)
708,02.03.2018,12:00,35.1,(9.064988933122923+0j)
709,02.03.2018,13:00,24.67,(8.059744772385482+0j)
710,02.03.2018,14:00,14.12,(6.691802861781613+0j)
711,02.03.2018,15:00,13.06,(6.519975518905149+0j)
712,02.03.2018,16:00,32.38,(8.824508400683397+0j)
713,02.03.2018,17:00,52.12,(10.341885100926431+0j)
714,02.03.2018,18:00,54.5,(10.496964783138505+0j)
715,02.03.2018,19:00,50.3,(10.22007856627204+0j)
716,02.03.2018,20:00,48.1,(10.068851402626981+0j)
717,02.03.2018,21:00,52.26,(10.351136632467796+0j)
718,02.03.2018,22:00,56.94,(10.651335398545003+0j)
719,02.03.2018,23:00,58.68,(10.758744842862365+0j)
720,03.03.2018,00:00,57.22,(10.668766019420842+0j)
721,03.03.2018,01:00,58.92,(10.773392573466586+0j)
722,03.03.2018,02:00,52.8,(10.386667128346074+0j)
723,03.03.2018,03:00,41.6,(9.593181979012943+0j)
724,03.03.2018,04:00,54.16,(10.4750906818328+0j)
725,03.03.2018,05:00,36.45,(9.179747811104678+0j)
726,03.03.2018,06:00,36.57,(9.189810573681696+0j)
727,03.03.2018,07:00,52.16,(10.344530084443527+0j)
728,03.03.2018,08:00,44.14,(9.78458361771919+0j)
729,03.03.2018,09:00,52.05,(10.33725312156818+0j)
730,03.03.2018,10:00,55.55,(10.563948139408174+0j)
731,03.03.2018,11:00,50.2,(10.213301323855996+0j)
732,03.03.2018,12:00,43.3,(9.722117632949804+0j)
733,03.03.2018,13:00,13.15,(6.534918219417496+0j)
734,03.03.2018,14:00,20.61,(7.590858630169203+0j)
735,03.03.2018,15:00,32.92,(8.873293529279328+0j)
736,03.03.2018,16:00,43.62,(9.746008664679776+0j)
737,03.03.2018,17:00,34.0,(8.969286124176476+0j)
738,03.03.2018,18:00,44.8,(9.833110299561527+0j)
739,03.03.2018,19:00,49.8,(10.186101990491343+0j)
740,03.03.2018,20:00,59.2,(10.790431406198712+0j)
741,03.03.2018,21:00,58.68,(10.758744842862365+0j)
742,03.03.2018,22:00,53.04,(10.40238071830778+0j)
743,03.03.2018,23:00,37.14,(9.237310438408175+0j)
744,04.03.2018,00:00,26.07,(8.209409440887573+0j)
745,04.03.2018,01:00,25.93,(8.19468778355542+0j)
746,04.03.2018,02:00,23.4,(7.918997245026929+0j)
747,04.03.2018,03:00,3.63,(4.255008654451234+0j)
748,04.03.2018,04:00,0.89,(2.663145583875769+0j)
749,04.03.2018,05:00,7.68,(5.462422807287237+0j)
750,04.03.2018,06:00,19.05,(7.394291476407157+0j)
751,04.03.2018,07:00,29.54,(8.558580431110585+0j)
752,04.03.2018,08:00,37.15,(9.23813941718301+0j)
753,04.03.2018,09:00,26.05,(8.207309579064063+0j)
754,04.03.2018,10:00,19.75,(7.483773003121267+0j)
755,04.03.2018,11:00,6.9,(5.270857434771299+0j)
756,04.03.2018,12:00,18.3,(7.295951460287125+0j)
757,04.03.2018,13:00,34.9,(9.047738674629565+0j)
758,04.03.2018,14:00,40.1,(9.476465014717695+0j)
759,04.03.2018,15:00,41.95,(9.620010833790923+0j)
760,04.03.2018,16:00,40.9,(9.539069406647185+0j)
761,04.03.2018,17:00,43.6,(9.744518904848453+0j)
762,04.03.2018,18:00,35.85,(9.129099895954605+0j)
763,04.03.2018,19:00,22.3,(7.7929135852544835+0j)
764,04.03.2018,20:00,24.55,(8.046655435876144+0j)
765,04.03.2018,21:00,18.47,(7.318474060901896+0j)
766,04.03.2018,22:00,11.08,(6.172268729494583+0j)
767,04.03.2018,23:00,11.92,(6.324463024887813+0j)
768,05.03.2018,00:00,9.58,(5.880127491326463+0j)
769,05.03.2018,01:00,7.38,(5.39035076294702+0j)
770,05.03.2018,02:00,7.9,(5.514091094434662+0j)
771,05.03.2018,03:00,9.48,(5.8595961527545155+0j)
772,05.03.2018,04:00,11.9,(6.32092387304361+0j)
773,05.03.2018,05:00,10.26,(6.016085867860767+0j)
774,05.03.2018,06:00,13.62,(6.611864456455695+0j)
775,05.03.2018,07:00,18.96,(7.382628536738429+0j)
776,05.03.2018,08:00,14.06,(6.682310930088018+0j)
777,05.03.2018,09:00,20.24,(7.545159219787522+0j)
778,05.03.2018,10:00,35.4,(9.090741880960111+0j)
779,05.03.2018,11:00,28.2,(8.4271606965913+0j)
780,05.03.2018,12:00,36.8,(9.209036174852574+0j)
781,05.03.2018,13:00,38.4,(9.340611611039375+0j)
782,05.03.2018,14:00,41.6,(9.593181979012943+0j)
783,05.03.2018,15:00,43.8,(9.759396056047626+0j)
784,05.03.2018,16:00,49.1,(10.13815056491136+0j)
785,05.03.2018,17:00,51.2,(10.280673333277482+0j)
786,05.03.2018,18:00,52.03,(10.335928936179766+0j)
787,05.03.2018,19:00,52.42,(10.361689601807726+0j)
788,05.03.2018,20:00,54.2,(10.477668848484244+0j)
789,05.03.2018,21:00,50.65,(10.243728419185064+0j)
790,05.03.2018,22:00,49.6,(10.172447681911008+0j)
791,05.03.2018,23:00,47.17,(10.00353581812931+0j)
792,06.03.2018,00:00,40.63,(9.518032429599833+0j)
793,06.03.2018,01:00,34.64,(9.025214528833942+0j)
794,06.03.2018,02:00,21.0,(7.638439989356816+0j)
795,06.03.2018,03:00,16.74,(7.082447935630251+0j)
796,06.03.2018,04:00,14.82,(6.800606412415082+0j)
797,06.03.2018,05:00,10.23,(6.010216512068384+0j)
798,06.03.2018,06:00,6.91,(5.2734025135998115+0j)
799,06.03.2018,07:00,6.02,(5.036518147814313+0j)
800,06.03.2018,08:00,3.25,(4.101027609051122+0j)
801,06.03.2018,09:00,5.15,(4.781167760874544+0j)
802,06.03.2018,10:00,11.3,(6.21285265447207+0j)
803,06.03.2018,11:00,25.6,(8.159775832093045+0j)
804,06.03.2018,12:00,23.1,(7.885009714119787+0j)
805,06.03.2018,13:00,35.8,(9.124853802367218+0j)
806,06.03.2018,14:00,49.9,(10.192915438670475+0j)
807,06.03.2018,15:00,53.2,(10.412830128365604+0j)
808,06.03.2018,16:00,53.5,(10.432366440825598+0j)
809,06.03.2018,17:00,49.8,(10.186101990491343+0j)
810,06.03.2018,18:00,42.65,(9.673224145273178+0j)
811,06.03.2018,19:00,51.7,(10.314030716055296+0j)
812,06.03.2018,20:00,46.3,(9.941652293623102+0j)
813,06.03.2018,21:00,56.6,(10.630092650726816+0j)
814,06.03.2018,22:00,56.35,(10.614418648854851+0j)
815,06.03.2018,23:00,56.0,(10.59239697014258+0j)
816,07.03.2018,00:00,59.28,(10.795289773089385+0j)
817,07.03.2018,01:00,58.09,(10.722565262396598+0j)
818,07.03.2018,02:00,55.07,(10.533432863758016+0j)
819,07.03.2018,03:00,53.82,(10.453124841920511+0j)
820,07.03.2018,04:00,53.46,(10.429765825875313+0j)
821,07.03.2018,05:00,56.98,(10.653828980609308+0j)
822,07.03.2018,06:00,57.25,(10.67063021062066+0j)
823,07.03.2018,07:00,58.8,(10.76607369038961+0j)
824,07.03.2018,08:00,40.62,(9.51725149487122+0j)
825,07.03.2018,09:00,47.43,(10.021881907847467+0j)
826,07.03.2018,10:00,53.6,(10.438862312018928+0j)
827,07.03.2018,11:00,48.23,(10.077914280069333+0j)
828,07.03.2018,12:00,54.65,(10.506586204458134+0j)
829,07.03.2018,13:00,50.27,(10.218046337432172+0j)
830,07.03.2018,14:00,56.0,(10.59239697014258+0j)
831,07.03.2018,15:00,55.7,(10.57344809789043+0j)
832,07.03.2018,16:00,53.25,(10.416091271744605+0j)
833,07.03.2018,17:00,43.04,(9.70261935024723+0j)
834,07.03.2018,18:00,35.71,(9.117200860167216+0j)
835,07.03.2018,19:00,29.85,(8.58841492329173+0j)
836,07.03.2018,20:00,31.93,(8.78343811153531+0j)
837,07.03.2018,21:00,31.67,(8.75953247768211+0j)
838,07.03.2018,22:00,24.6,(8.05211449822627+0j)
839,07.03.2018,23:00,8.77,(5.709500349315214+0j)
840,08.03.2018,00:00,5.17,(4.787348980118147+0j)
841,08.03.2018,01:00,10.12,(5.988596841379136+0j)
842,08.03.2018,02:00,19.39,(7.438022865401022+0j)
843,08.03.2018,03:00,21.15,(7.656583620440846+0j)
844,08.03.2018,04:00,21.55,(7.704550939675259+0j)
845,08.03.2018,05:00,15.7,(6.932631618158099+0j)
846,08.03.2018,06:00,10.4,(6.043325955415282+0j)
847,08.03.2018,07:00,6.06,(5.047648610860132+0j)
848,08.03.2018,08:00,0.61,(2.348054561835054+0j)
849,08.03.2018,09:00,1.05,(2.8140253521264853+0j)
850,08.03.2018,10:00,0.0,0j
851,08.03.2018,11:00,0.0,0j
852,08.03.2018,12:00,1.9,(3.429120709061171+0j)
853,08.03.2018,13:00,0.25,(1.7441275503941176+0j)
854,08.03.2018,14:00,9.73,(5.91065829557789+0j)
855,08.03.2018,15:00,2.8,(3.9022724084108265+0j)
856,08.03.2018,16:00,0.42,(2.0733916070413154+0j)
857,08.03.2018,17:00,0.27,(1.7894496954660537+0j)
858,08.03.2018,18:00,1.79,(3.3616248828409336+0j)
859,08.03.2018,19:00,3.37,(4.1508930118310605+0j)
860,08.03.2018,20:00,5.4,(4.857313777383447+0j)
861,08.03.2018,21:00,9.82,(5.9288264168947205+0j)
862,08.03.2018,22:00,11.75,(6.294252990950707+0j)
863,08.03.2018,23:00,9.18,(5.7971223512242265+0j)
864,09.03.2018,00:00,11.69,(6.2835210809759445+0j)
865,09.03.2018,01:00,16.71,(7.078214552711495+0j)
866,09.03.2018,02:00,26.2,(8.223032432780853+0j)
867,09.03.2018,03:00,32.18,(8.806302224764757+0j)
868,09.03.2018,04:00,23.82,(7.966095192377108+0j)
869,09.03.2018,05:00,20.5,(7.577329851506205+0j)
870,09.03.2018,06:00,18.93,(7.378732689821452+0j)
871,09.03.2018,07:00,14.57,(6.762149322361523+0j)
872,09.03.2018,08:00,7.05,(5.308778576241061+0j)
873,09.03.2018,09:00,2.0,(3.4882551007882348+0j)
874,09.03.2018,10:00,0.41,(2.056803763567891+0j)
875,09.03.2018,11:00,0.0,0j
876,09.03.2018,12:00,0.62,(2.360815978543417+0j)
877,09.03.2018,13:00,2.07,(3.5284856420214874+0j)
878,09.03.2018,14:00,4.0,(4.3949260288862595+0j)
879,09.03.2018,15:00,12.1,(6.35613866023319+0j)
880,09.03.2018,16:00,7.22,(5.351111149550821+0j)
881,09.03.2018,17:00,5.47,(4.8782121271925964+0j)
882,09.03.2018,18:00,7.9,(5.514091094434662+0j)
883,09.03.2018,19:00,8.69,(5.692086591599939+0j)
884,09.03.2018,20:00,10.3,(6.0238939050045754+0j)
885,09.03.2018,21:00,6.1,(5.058730202105055+0j)
886,09.03.2018,22:00,6.0,(5.030934420234457+0j)
887,09.03.2018,23:00,9.09,(5.778115256256134+0j)
888,10.03.2018,00:00,9.81,(5.926813232897199+0j)
889,10.03.2018,01:00,7.72,(5.471889763502093+0j)
890,10.03.2018,02:00,3.38,(4.1549946874363215+0j)
891,10.03.2018,03:00,1.51,(3.176317362104377+0j)
892,10.03.2018,04:00,1.54,(3.197214787889001+0j)
893,10.03.2018,05:00,0.87,(2.643045605745085+0j)
894,10.03.2018,06:00,0.58,(2.308913008586024+0j)
895,10.03.2018,07:00,2.37,(3.6913142683692146+0j)
896,10.03.2018,08:00,2.9,(3.948185707651027+0j)
897,10.03.2018,09:00,4.83,(4.680015408948176+0j)
898,10.03.2018,10:00,4.45,(4.553914890925833+0j)
899,10.03.2018,11:00,7.0,(5.296198485071291+0j)
900,10.03.2018,12:00,10.06,(5.976738202741712+0j)
901,10.03.2018,13:00,12.55,(6.433976663422673+0j)
902,10.03.2018,14:00,10.22,(6.0082575104589235+0j)
903,10.03.2018,15:00,10.6,(6.081819515255728+0j)
904,10.03.2018,16:00,10.05,(5.974757182310635+0j)
905,10.03.2018,17:00,10.47,(6.056854392529809+0j)
906,10.03.2018,18:00,14.56,(6.760601919716569+0j)
907,10.03.2018,19:00,23.53,(7.933634981193811+0j)
908,10.03.2018,20:00,19.36,(7.434184875624964+0j)
909,10.03.2018,21:00,23.65,(7.947098961170401+0j)
910,10.03.2018,22:00,23.75,(7.958284196144333+0j)
911,10.03.2018,23:00,27.55,(8.361909067743158+0j)
912,11.03.2018,00:00,33.2,(8.898379710704768+0j)
913,11.03.2018,01:00,31.1,(8.706662347010724+0j)
914,11.03.2018,02:00,26.3,(8.233481023985627+0j)
915,11.03.2018,03:00,23.87,(7.9716651111212045+0j)
916,11.03.2018,04:00,26.68,(8.272945839775177+0j)
917,11.03.2018,05:00,18.9,(7.374832724671146+0j)
918,11.03.2018,06:00,14.3,(6.720118302832187+0j)
