,Tarih,Saat,Toplam (MWh),CNK WindSpeed(m/s)
462,20.02.2018,06:00,26.37,(8.757601825010143+0j)
463,20.02.2018,07:00,25.71,(8.683920612577385+0j)
464,20.02.2018,08:00,23.52,(8.430000326587365+0j)
465,20.02.2018,09:00,25.64,(8.676032281699777+0j)
466,20.02.2018,10:00,28.0,(8.93445013788469+0j)
467,20.02.2018,11:00,29.2,(9.060303993297849+0j)
468,20.02.2018,12:00,29.82,(9.123980855752208+0j)
469,20.02.2018,13:00,31.86,(9.327467463798182+0j)
470,20.02.2018,14:00,23.66,(8.446693440135789+0j)
471,20.02.2018,15:00,31.54,(9.296134143612356+0j)
472,20.02.2018,16:00,27.55,(8.88632828835067+0j)
473,20.02.2018,17:00,27.06,(8.833329208181077+0j)
474,20.02.2018,18:00,24.81,(8.581385399850506+0j)
475,20.02.2018,19:00,24.29,(8.521008344081853+0j)
476,20.02.2018,20:00,29.52,(9.093280822652286+0j)
477,20.02.2018,21:00,30.68,(9.210861896566595+0j)
478,20.02.2018,22:00,34.24,(9.554172341715732+0j)
479,20.02.2018,23:00,31.0,(9.242775055449885+0j)
480,21.02.2018,00:00,35.36,(9.657229916751378+0j)
481,21.02.2018,01:00,29.68,(9.109679921879168+0j)
482,21.02.2018,02:00,29.34,(9.074760851177198+0j)
483,21.02.2018,03:00,27.87,(8.920601558181366+0j)
484,21.02.2018,04:00,29.64,(9.105585683160566+0j)
485,21.02.2018,05:00,29.86,(9.128058613102132+0j)
486,21.02.2018,06:00,31.05,(9.247741620110897+0j)
487,21.02.2018,07:00,31.68,(9.309868426775727+0j)
488,21.02.2018,08:00,23.8,(8.463320832339438+0j)
489,21.02.2018,09:00,26.12,(8.729838508389259+0j)
490,21.02.2018,10:00,23.03,(8.37104734660187+0j)
491,21.02.2018,11:00,19.8,(7.959825538255658+0j)
492,21.02.2018,12:00,18.33,(7.7577534651051145+0j)
493,21.02.2018,13:00,16.74,(7.526625431021138+0j)
494,21.02.2018,14:00,17.2,(7.59494502483027+0j)
495,21.02.2018,15:00,18.76,(7.817947751698569+0j)
496,21.02.2018,16:00,16.14,(7.435605313787442+0j)
497,21.02.2018,17:00,20.6,(8.065616324766651+0j)
498,21.02.2018,18:00,25.27,(8.63409652645609+0j)
499,21.02.2018,19:00,23.19,(8.390388463375738+0j)
500,21.02.2018,20:00,23.77,(8.459763320010952+0j)
501,21.02.2018,21:00,26.53,(8.77527837469979+0j)
502,21.02.2018,22:00,26.0,(8.716449164509733+0j)
503,21.02.2018,23:00,25.69,(8.681668266318251+0j)
504,22.02.2018,00:00,29.47,(9.088143955203538+0j)
505,22.02.2018,01:00,31.54,(9.296134143612356+0j)
506,22.02.2018,02:00,30.86,(9.228840202229247+0j)
507,22.02.2018,03:00,34.96,(9.620676842079604+0j)
508,22.02.2018,04:00,33.46,(9.481065156769883+0j)
509,22.02.2018,05:00,35.67,(9.685369386577918+0j)
510,22.02.2018,06:00,33.2,(9.456443821992332+0j)
511,22.02.2018,07:00,29.74,(9.115814388326928+0j)
512,22.02.2018,08:00,29.1,(9.049949351141203+0j)
513,22.02.2018,09:00,13.54,(7.012744890527541+0j)
514,22.02.2018,10:00,7.92,(5.864849601323202+0j)
515,22.02.2018,11:00,8.71,(6.053704306250789+0j)
516,22.02.2018,12:00,3.93,(4.6431495193917875+0j)
517,22.02.2018,13:00,0.81,(2.7426906454953675+0j)
518,22.02.2018,14:00,1.3,(3.211167327835154+0j)
519,22.02.2018,15:00,2.71,(4.102087462648605+0j)
520,22.02.2018,16:00,2.44,(3.961063102691777+0j)
521,22.02.2018,17:00,1.32,(3.2275511182129786+0j)
522,22.02.2018,18:00,4.2,(4.7471349999789645+0j)
523,22.02.2018,19:00,4.41,(4.824970719286898+0j)
524,22.02.2018,20:00,10.72,(6.487540480830441+0j)
525,22.02.2018,21:00,10.95,(6.533609770594159+0j)
526,22.02.2018,22:00,14.52,(7.1780094282003954+0j)
527,22.02.2018,23:00,24.7,(8.568684191917367+0j)
528,23.02.2018,00:00,24.58,(8.554785247498732+0j)
529,23.02.2018,01:00,23.64,(8.444312748510217+0j)
530,23.02.2018,02:00,23.78,(8.46094948986946+0j)
531,23.02.2018,03:00,28.0,(8.93445013788469+0j)
532,23.02.2018,04:00,26.8,(8.804947084769369+0j)
533,23.02.2018,05:00,27.41,(8.871250257200172+0j)
534,23.02.2018,06:00,37.06,(9.809577228715773+0j)
535,23.02.2018,07:00,35.84,(9.700731539545199+0j)
536,23.02.2018,08:00,37.19,(9.821033936996175+0j)
537,23.02.2018,09:00,35.28,(9.649941438573796+0j)
538,23.02.2018,10:00,40.38,(10.094169440532896+0j)
539,23.02.2018,11:00,43.39,(10.338996040958886+0j)
540,23.02.2018,12:00,44.09,(10.394298515965689+0j)
541,23.02.2018,13:00,47.81,(10.67877411770313+0j)
542,23.02.2018,14:00,48.13,(10.702546075925143+0j)
543,23.02.2018,15:00,42.93,(10.302329799909645+0j)
544,23.02.2018,16:00,45.69,(10.518541828768837+0j)
545,23.02.2018,17:00,42.65,(10.279882819258864+0j)
546,23.02.2018,18:00,43.08,(10.314314838403787+0j)
547,23.02.2018,19:00,50.09,(10.845897510654256+0j)
548,23.02.2018,20:00,51.85,(10.971467961175978+0j)
549,23.02.2018,21:00,48.19,(10.7069915784409+0j)
550,23.02.2018,22:00,46.83,(10.605306023637329+0j)
551,23.02.2018,23:00,43.0,(10.307926286234563+0j)
552,24.02.2018,00:00,40.32,(10.08916737358868+0j)
553,24.02.2018,01:00,34.67,(9.594001150293298+0j)
554,24.02.2018,02:00,31.7,(9.311827162037979+0j)
555,24.02.2018,03:00,36.37,(9.74831571340698+0j)
556,24.02.2018,04:00,36.2,(9.733103519871566+0j)
557,24.02.2018,05:00,36.13,(9.726825832269933+0j)
558,24.02.2018,06:00,29.22,(9.062372083758467+0j)
559,24.02.2018,07:00,25.15,(8.620407884353725+0j)
560,24.02.2018,08:00,22.65,(8.324750402380872+0j)
561,24.02.2018,09:00,19.7,(7.946402535487498+0j)
562,24.02.2018,10:00,10.32,(6.405824725112855+0j)
563,24.02.2018,11:00,8.6,(6.028111861028107+0j)
564,24.02.2018,12:00,7.74,(5.820078011037925+0j)
565,24.02.2018,13:00,11.55,(6.6508294889359085+0j)
566,24.02.2018,14:00,17.3,(7.609635477344332+0j)
567,24.02.2018,15:00,29.15,(9.055129632381847+0j)
568,24.02.2018,16:00,29.0,(9.039570959753302+0j)
569,24.02.2018,17:00,31.13,(9.255677045324001+0j)
570,24.02.2018,18:00,38.65,(9.947905515817274+0j)
571,24.02.2018,19:00,50.16,(10.850947483618526+0j)
572,24.02.2018,20:00,54.78,(11.174355785668334+0j)
573,24.02.2018,21:00,55.9,(11.249997387914897+0j)
574,24.02.2018,22:00,55.0,(11.189294781779834+0j)
575,24.02.2018,23:00,56.1,(11.263398231302048+0j)
576,25.02.2018,00:00,55.91,(11.25066818854781+0j)
577,25.02.2018,01:00,52.11,(10.98977607337006+0j)
578,25.02.2018,02:00,55.2,(11.202841156729578+0j)
579,25.02.2018,03:00,55.61,(11.23050927027044+0j)
580,25.02.2018,04:00,57.34,(11.345780619557017+0j)
581,25.02.2018,05:00,57.2,(11.336539230276276+0j)
582,25.02.2018,06:00,57.83,(11.378007518656512+0j)
583,25.02.2018,07:00,58.87,(11.445809083508589+0j)
584,25.02.2018,08:00,55.54,(11.22579509576046+0j)
585,25.02.2018,09:00,56.61,(11.29742683149918+0j)
586,25.02.2018,10:00,54.87,(11.180472018846688+0j)
587,25.02.2018,11:00,51.27,(10.930405104145711+0j)
588,25.02.2018,12:00,52.22,(10.997503481746348+0j)
589,25.02.2018,13:00,46.95,(10.614356854591808+0j)
590,25.02.2018,14:00,41.34,(10.173537175889471+0j)
591,25.02.2018,15:00,42.82,(10.293523016957327+0j)
592,25.02.2018,16:00,50.65,(10.886166411536248+0j)
593,25.02.2018,17:00,46.0,(10.54227715431375+0j)
594,25.02.2018,18:00,51.67,(10.95875723194176+0j)
595,25.02.2018,19:00,54.24,(11.137516982753178+0j)
596,25.02.2018,20:00,59.15,(11.46392673794061+0j)
597,25.02.2018,21:00,56.88,(11.315359285138259+0j)
598,25.02.2018,22:00,56.55,(11.293434102122115+0j)
599,25.02.2018,23:00,51.13,(10.920447027997414+0j)
600,26.02.2018,00:00,55.76,(11.240597767673693+0j)
601,26.02.2018,01:00,57.42,(11.351054661278615+0j)
602,26.02.2018,02:00,58.01,(11.389800245202867+0j)
603,26.02.2018,03:00,56.72,(11.304739514201716+0j)
604,26.02.2018,04:00,56.42,(11.284773489751304+0j)
605,26.02.2018,05:00,58.33,(11.410705001476023+0j)
606,26.02.2018,06:00,59.98,(11.517298941030731+0j)
607,26.02.2018,07:00,54.12,(11.129297410038552+0j)
608,26.02.2018,08:00,56.4,(11.283439907430951+0j)
609,26.02.2018,09:00,58.78,(11.439973353868409+0j)
610,26.02.2018,10:00,58.3,(11.408748433364714+0j)
611,26.02.2018,11:00,57.91,(11.383251747096768+0j)
612,26.02.2018,12:00,58.27,(11.406791193931323+0j)
613,26.02.2018,13:00,59.31,(11.47425402396043+0j)
614,26.02.2018,14:00,57.33,(11.345121019496258+0j)
615,26.02.2018,15:00,56.17,(11.26808100119589+0j)
616,26.02.2018,16:00,58.0,(11.389145734211587+0j)
617,26.02.2018,17:00,42.0,(10.227392322219186+0j)
618,26.02.2018,18:00,34.0,(9.531797148936509+0j)
619,26.02.2018,19:00,20.43,(8.043368040812924+0j)
620,26.02.2018,20:00,10.0,(6.338918270367443+0j)
621,26.02.2018,21:00,5.05,(5.047917847505131+0j)
622,26.02.2018,22:00,2.85,(4.1715434581273305+0j)
623,26.02.2018,23:00,8.5,(6.004655935636523+0j)
624,27.02.2018,00:00,20.73,(8.082547266138743+0j)
625,27.02.2018,01:00,21.97,(8.240593751477675+0j)
626,27.02.2018,02:00,20.92,(8.107165628821042+0j)
627,27.02.2018,03:00,19.05,(7.858026317528648+0j)
628,27.02.2018,04:00,12.56,(6.839300703594607+0j)
629,27.02.2018,05:00,7.25,(5.694572867105793+0j)
630,27.02.2018,06:00,3.53,(4.47995227466286+0j)
631,27.02.2018,07:00,1.77,(3.5590949509208616+0j)
632,27.02.2018,08:00,0.17,(1.629914385328295+0j)
633,27.02.2018,09:00,0.18,(1.661266550565902+0j)
634,27.02.2018,10:00,3.46,(4.450141823417751+0j)
635,27.02.2018,11:00,6.45,(5.4769030992849235+0j)
636,27.02.2018,12:00,6.4,(5.46271416758261+0j)
637,27.02.2018,13:00,3.1,(4.290116148897091+0j)
638,27.02.2018,14:00,1.74,(3.5388723840387972+0j)
639,27.02.2018,15:00,1.29,(3.2029123625564275+0j)
640,27.02.2018,16:00,2.3,(3.883808110388879+0j)
641,27.02.2018,17:00,0.44,(2.237858956355967+0j)
642,27.02.2018,18:00,0.03,(0.9142302151651225+0j)
643,27.02.2018,19:00,0.07,(1.21259144244315+0j)
644,27.02.2018,20:00,11.96,(6.72861292571801+0j)
645,27.02.2018,21:00,22.73,(8.334539916504102+0j)
646,27.02.2018,22:00,38.7,(9.952193406656804+0j)
647,27.02.2018,23:00,45.17,(10.478485477741847+0j)
648,28.02.2018,00:00,46.92,(10.612095594008983+0j)
649,28.02.2018,01:00,55.25,(11.206222636306116+0j)
650,28.02.2018,02:00,52.5,(11.01712440377738+0j)
651,28.02.2018,03:00,40.43,(10.098334045940014+0j)
652,28.02.2018,04:00,31.09,(9.25171103432089+0j)
653,28.02.2018,05:00,44.0,(10.387221143022202+0j)
654,28.02.2018,06:00,41.43,(10.180914652859146+0j)
655,28.02.2018,07:00,3.54,(4.484178647239754+0j)
656,28.02.2018,08:00,2.58,(4.035416706553363+0j)
657,28.02.2018,09:00,7.73,(5.817570437263065+0j)
658,28.02.2018,10:00,12.6,(6.84655341391092+0j)
659,28.02.2018,11:00,29.5,(9.091226772249753+0j)
660,28.02.2018,12:00,20.07,(7.995843338912966+0j)
661,28.02.2018,13:00,20.44,(8.044680172653626+0j)
662,28.02.2018,14:00,13.49,(7.004102110152833+0j)
663,28.02.2018,15:00,14.36,(7.151546480409309+0j)
664,28.02.2018,16:00,14.67,(7.202642460759258+0j)
665,28.02.2018,17:00,21.79,(8.21802697373091+0j)
666,28.02.2018,18:00,10.44,(6.430557884441866+0j)
667,28.02.2018,19:00,0.92,(2.8616142826695263+0j)
668,28.02.2018,20:00,7.68,(5.805000021176915+0j)
669,28.02.2018,21:00,12.4,(6.810134887825003+0j)
670,28.02.2018,22:00,15.66,(7.361151197884227+0j)
671,28.02.2018,23:00,12.95,(6.909369339355554+0j)
672,01.03.2018,00:00,17.56,(7.647567569306354+0j)
673,01.03.2018,01:00,40.9,(10.137314532613981+0j)
674,01.03.2018,02:00,46.18,(10.55601005367023+0j)
675,01.03.2018,03:00,38.61,(9.94447253978216+0j)
676,01.03.2018,04:00,24.67,(8.565213683562082+0j)
677,01.03.2018,05:00,16.79,(7.5341116359073075+0j)
678,01.03.2018,06:00,12.02,(6.73984602324283+0j)
679,01.03.2018,07:00,10.11,(6.362076264477539+0j)
680,01.03.2018,08:00,5.69,(5.252740038013767+0j)
681,01.03.2018,09:00,1.06,(2.999971351490563+0j)
682,01.03.2018,10:00,4.6,(4.89329159203138+0j)
683,01.03.2018,11:00,2.23,(3.84400053993086+0j)
684,01.03.2018,12:00,3.11,(4.294724225639155+0j)
685,01.03.2018,13:00,4.22,(4.754658205909464+0j)
686,01.03.2018,14:00,7.14,(5.6656258322848725+0j)
687,01.03.2018,15:00,9.0,(6.120158299922445+0j)
688,01.03.2018,16:00,6.55,(5.5050624790903+0j)
689,01.03.2018,17:00,4.44,(4.835886979842734+0j)
690,01.03.2018,18:00,3.53,(4.47995227466286+0j)
691,01.03.2018,19:00,6.89,(5.598713269785322+0j)
692,01.03.2018,20:00,8.18,(5.92833750224127+0j)
693,01.03.2018,21:00,7.15,(5.668269615138138+0j)
694,01.03.2018,22:00,3.53,(4.47995227466286+0j)
695,01.03.2018,23:00,1.59,(3.434109933303215+0j)
696,02.03.2018,00:00,0.88,(2.819525605808655+0j)
697,02.03.2018,01:00,0.0,0j
698,02.03.2018,02:00,0.03,(0.9142302151651225+0j)
699,02.03.2018,03:00,0.11,(1.4097628029043276+0j)
700,02.03.2018,04:00,2.97,(4.229288408712982+0j)
701,02.03.2018,05:00,5.28,(5.12341804033242+0j)
702,02.03.2018,06:00,5.96,(5.33454322983091+0j)
703,02.03.2018,07:00,5.64,(5.237308867907231+0j)
704,02.03.2018,08:00,3.91,(4.635259700420199+0j)
705,02.03.2018,09:00,0.03,(0.9142302151651225+0j)
706,02.03.2018,10:00,0.0,0j
707,02.03.2018,11:00,0.0,0j
708,02.03.2018,12:00,0.0,0j
709,02.03.2018,13:00,0.0,0j
710,02.03.2018,14:00,0.0,0j
711,02.03.2018,15:00,0.98,(2.9225178846094417+0j)
712,02.03.2018,16:00,16.12,(7.4325327492583515+0j)
713,02.03.2018,17:00,8.4,(5.981015313166195+0j)
714,02.03.2018,18:00,2.85,(4.1715434581273305+0j)
715,02.03.2018,19:00,2.33,(3.900621342116801+0j)
716,02.03.2018,20:00,13.03,(6.923567929175694+0j)
717,02.03.2018,21:00,25.83,(8.69741021967886+0j)
718,02.03.2018,22:00,29.48,(9.089171793252929+0j)
719,02.03.2018,23:00,14.12,(7.111480953567153+0j)
720,03.03.2018,00:00,14.91,(7.241708404279384+0j)
721,03.03.2018,01:00,14.18,(7.1215396387605425+0j)
722,03.03.2018,02:00,17.62,(7.656267881211023+0j)
723,03.03.2018,03:00,49.08,(10.772504156581663+0j)
724,03.03.2018,04:00,51.25,(10.928983632629047+0j)
725,03.03.2018,05:00,58.77,(11.439324571847289+0j)
726,03.03.2018,06:00,59.37,(11.478121967629084+0j)
727,03.03.2018,07:00,57.6,(11.362903369945036+0j)
728,03.03.2018,08:00,54.64,(11.16482831570188+0j)
729,03.03.2018,09:00,59.65,(11.496137996696515+0j)
730,03.03.2018,10:00,57.15,(11.33323507992+0j)
731,03.03.2018,11:00,59.86,(11.50961305356891+0j)
732,03.03.2018,12:00,57.19,(11.335878554289566+0j)
733,03.03.2018,13:00,58.83,(11.443216160707399+0j)
734,03.03.2018,14:00,56.82,(11.31137920767832+0j)
735,03.03.2018,15:00,59.95,(11.515378430916584+0j)
736,03.03.2018,16:00,55.04,(11.192006680766724+0j)
737,03.03.2018,17:00,49.53,(10.805327345882903+0j)
738,03.03.2018,18:00,43.23,(10.32627208866382+0j)
739,03.03.2018,19:00,31.45,(9.287283486902767+0j)
740,03.03.2018,20:00,43.48,(10.346139522762364+0j)
741,03.03.2018,21:00,12.68,(6.861012914968607+0j)
742,03.03.2018,22:00,4.71,(4.931989250481239+0j)
743,03.03.2018,23:00,9.63,(6.259753735835043+0j)
744,04.03.2018,00:00,14.6,(7.191168045056342+0j)
745,04.03.2018,01:00,35.34,(9.65540882866054+0j)
746,04.03.2018,02:00,39.66,(10.033814219332118+0j)
747,04.03.2018,03:00,51.0,(10.911183953516863+0j)
748,04.03.2018,04:00,49.08,(10.772504156581663+0j)
749,04.03.2018,05:00,50.92,(10.905475773582332+0j)
750,04.03.2018,06:00,51.94,(10.977812296414747+0j)
751,04.03.2018,07:00,38.86,(9.965889888286707+0j)
752,04.03.2018,08:00,50.04,(10.842287505890628+0j)
753,04.03.2018,09:00,43.67,(10.361187898171966+0j)
754,04.03.2018,10:00,51.12,(10.919735041619857+0j)
755,04.03.2018,11:00,54.1,(11.12792630032774+0j)
756,04.03.2018,12:00,56.35,(11.280104571762964+0j)
757,04.03.2018,13:00,56.07,(11.261390137440397+0j)
758,04.03.2018,14:00,50.7,(10.889747387587796+0j)
759,04.03.2018,15:00,47.1,(10.62564873210113+0j)
760,04.03.2018,16:00,40.08,(10.069109333857769+0j)
761,04.03.2018,17:00,48.62,(10.738743532452716+0j)
762,04.03.2018,18:00,40.6,(10.112468073836137+0j)
763,04.03.2018,19:00,24.87,(8.588297513511446+0j)
764,04.03.2018,20:00,36.03,(9.717843625820075+0j)
765,04.03.2018,21:00,28.85,(9.023958543601971+0j)
766,04.03.2018,22:00,25.85,(8.699654423163746+0j)
767,04.03.2018,23:00,24.18,(8.508126096320106+0j)
768,05.03.2018,00:00,14.93,(7.244944922432854+0j)
769,05.03.2018,01:00,10.21,(6.382983665049301+0j)
770,05.03.2018,02:00,11.44,(6.629648359854773+0j)
771,05.03.2018,03:00,8.45,(5.99285893877587+0j)
772,05.03.2018,04:00,12.6,(6.84655341391092+0j)
773,05.03.2018,05:00,15.8,(7.3830223189312365+0j)
774,05.03.2018,06:00,22.13,(8.260549860890725+0j)
775,05.03.2018,07:00,23.09,(8.378310731891506+0j)
776,05.03.2018,08:00,24.32,(8.524514932273586+0j)
777,05.03.2018,09:00,27.34,(8.863691982873885+0j)
778,05.03.2018,10:00,21.94,(8.23684120371313+0j)
779,05.03.2018,11:00,28.02,(8.936576881630309+0j)
780,05.03.2018,12:00,23.05,(8.373469875270343+0j)
781,05.03.2018,13:00,24.68,(8.566370832141894+0j)
782,05.03.2018,14:00,35.38,(9.659050318286816+0j)
783,05.03.2018,15:00,36.76,(9.783036035080764+0j)
784,05.03.2018,16:00,38.25,(9.913468527057546+0j)
785,05.03.2018,17:00,43.58,(10.354065172807436+0j)
786,05.03.2018,18:00,42.26,(10.248453066028697+0j)
787,05.03.2018,19:00,35.24,(9.646293067171788+0j)
788,05.03.2018,20:00,41.74,(10.206244480710748+0j)
789,05.03.2018,21:00,24.12,(8.501082942359112+0j)
790,05.03.2018,22:00,29.36,(9.076822359846746+0j)
791,05.03.2018,23:00,28.73,(9.011429602055957+0j)
792,06.03.2018,00:00,21.81,(8.220540516317293+0j)
793,06.03.2018,01:00,28.46,(8.983111375381764+0j)
794,06.03.2018,02:00,21.62,(8.196599505545883+0j)
795,06.03.2018,03:00,20.44,(8.044680172653626+0j)
796,06.03.2018,04:00,22.81,(8.344306487521303+0j)
797,06.03.2018,05:00,12.45,(6.8192760194522934+0j)
798,06.03.2018,06:00,11.33,(6.608331015385124+0j)
799,06.03.2018,07:00,10.7,(6.483503429084249+0j)
800,06.03.2018,08:00,3.53,(4.47995227466286+0j)
801,06.03.2018,09:00,7.25,(5.694572867105793+0j)
802,06.03.2018,10:00,19.54,(7.924830926046202+0j)
803,06.03.2018,11:00,9.84,(6.304928779222377+0j)
804,06.03.2018,12:00,8.61,(6.030447433466768+0j)
805,06.03.2018,13:00,13.79,(7.055642610716898+0j)
806,06.03.2018,14:00,18.32,(7.756342451348074+0j)
807,06.03.2018,15:00,29.5,(9.091226772249753+0j)
808,06.03.2018,16:00,29.25,(9.06547245077549+0j)
809,06.03.2018,17:00,16.37,(7.470758749457225+0j)
810,06.03.2018,18:00,15.73,(7.372102979896265+0j)
811,06.03.2018,19:00,28.65,(9.003057580418712+0j)
812,06.03.2018,20:00,43.81,(10.37224826726932+0j)
813,06.03.2018,21:00,36.8,(9.78658318406276+0j)
814,06.03.2018,22:00,28.0,(8.93445013788469+0j)
815,06.03.2018,23:00,43.5,(10.347725624201097+0j)
816,07.03.2018,00:00,43.5,(10.347725624201097+0j)
817,07.03.2018,01:00,52.34,(11.005921015443487+0j)
818,07.03.2018,02:00,55.35,(11.212979480051388+0j)
819,07.03.2018,03:00,49.04,(10.769576845525423+0j)
820,07.03.2018,04:00,46.29,(10.564384821740589+0j)
821,07.03.2018,05:00,51.02,(10.912610065669233+0j)
822,07.03.2018,06:00,57.22,(11.337860351279994+0j)
823,07.03.2018,07:00,59.85,(11.508972099451999+0j)
824,07.03.2018,08:00,58.14,(11.398302051482528+0j)
825,07.03.2018,09:00,59.56,(11.490353290253521+0j)
826,07.03.2018,10:00,59.0,(11.454227979725289+0j)
827,07.03.2018,11:00,56.65,(11.300087083986154+0j)
828,07.03.2018,12:00,51.1,(10.918310790261378+0j)
829,07.03.2018,13:00,45.06,(10.469972671907863+0j)
830,07.03.2018,14:00,42.96,(10.30472903842207+0j)
831,07.03.2018,15:00,43.89,(10.378557902019734+0j)
832,07.03.2018,16:00,48.23,(10.709953197173906+0j)
833,07.03.2018,17:00,45.6,(10.511630826891752+0j)
834,07.03.2018,18:00,50.57,(10.880431944728645+0j)
835,07.03.2018,19:00,40.02,(10.064082318876522+0j)
836,07.03.2018,20:00,33.0,(9.43741672064352+0j)
837,07.03.2018,21:00,34.0,(9.531797148936509+0j)
838,07.03.2018,22:00,36.0,(9.715145723508796+0j)
839,07.03.2018,23:00,25.08,(8.612402725173869+0j)
840,08.03.2018,00:00,4.29,(4.780803749144881+0j)
841,08.03.2018,01:00,0.6,(2.4816026016675603+0j)
842,08.03.2018,02:00,2.1,(3.7678035464008333+0j)
843,08.03.2018,03:00,1.95,(3.675868975394825+0j)
844,08.03.2018,04:00,4.33,(4.795616558746939+0j)
845,08.03.2018,05:00,0.76,(2.685053950828665+0j)
846,08.03.2018,06:00,2.2,(3.8266849874237194+0j)
847,08.03.2018,07:00,4.7,(4.928496339078817+0j)
848,08.03.2018,08:00,2.48,(3.9825910423245197+0j)
849,08.03.2018,09:00,5.53,(5.2030363827010895+0j)
850,08.03.2018,10:00,13.83,(7.0624580147231715+0j)
851,08.03.2018,11:00,22.3,(8.281648111728336+0j)
852,08.03.2018,12:00,5.49,(5.190461019148933+0j)
853,08.03.2018,13:00,4.46,(4.843137196066149+0j)
854,08.03.2018,14:00,1.88,(3.631347150820038+0j)
855,08.03.2018,15:00,1.86,(3.61842409791835+0j)
856,08.03.2018,16:00,0.1,(1.3656785418956527+0j)
857,08.03.2018,17:00,0.06,(1.1518578925364569+0j)
858,08.03.2018,18:00,0.23,(1.802704035707577+0j)
859,08.03.2018,19:00,0.0,0j
860,08.03.2018,20:00,0.0,0j
861,08.03.2018,21:00,0.16,(1.5973073124798285+0j)
862,08.03.2018,22:00,1.73,(3.53207990595051+0j)
863,08.03.2018,23:00,4.89,(4.994033355284031+0j)
864,09.03.2018,00:00,14.04,(7.098024949889751+0j)
865,09.03.2018,01:00,16.61,(7.507091278384963+0j)
866,09.03.2018,02:00,5.69,(5.252740038013767+0j)
867,09.03.2018,03:00,0.97,(2.9125433432484797+0j)
868,09.03.2018,04:00,0.7,(2.6124490684353225+0j)
869,09.03.2018,05:00,7.58,(5.779694555947367+0j)
870,09.03.2018,06:00,9.13,(6.149484976256933+0j)
871,09.03.2018,07:00,1.78,(3.5657849947678164+0j)
872,09.03.2018,08:00,1.28,(3.194614624959657+0j)
873,09.03.2018,09:00,0.33,(2.0332297967241337+0j)
874,09.03.2018,10:00,0.0,0j
875,09.03.2018,11:00,0.02,(0.7986536562399142+0j)
876,09.03.2018,12:00,0.0,0j
877,09.03.2018,13:00,0.0,0j
878,09.03.2018,14:00,0.0,0j
879,09.03.2018,15:00,0.0,0j
880,09.03.2018,16:00,0.0,0j
881,09.03.2018,17:00,0.0,0j
882,09.03.2018,18:00,0.0,0j
883,09.03.2018,19:00,0.0,0j
884,09.03.2018,20:00,0.0,0j
885,09.03.2018,21:00,0.0,0j
886,09.03.2018,22:00,0.0,0j
887,09.03.2018,23:00,0.0,0j
888,10.03.2018,00:00,0.0,0j
889,10.03.2018,01:00,0.0,0j
890,10.03.2018,02:00,0.0,0j
891,10.03.2018,03:00,0.0,0j
892,10.03.2018,04:00,0.0,0j
893,10.03.2018,05:00,0.0,0j
894,10.03.2018,06:00,0.0,0j
895,10.03.2018,07:00,0.0,0j
896,10.03.2018,08:00,0.0,0j
897,10.03.2018,09:00,0.0,0j
898,10.03.2018,10:00,0.0,0j
899,10.03.2018,11:00,0.0,0j
900,10.03.2018,12:00,0.0,0j
901,10.03.2018,13:00,0.0,0j
902,10.03.2018,14:00,0.0,0j
903,10.03.2018,15:00,0.11,(1.4097628029043276+0j)
904,10.03.2018,16:00,0.05,(1.0839397770277779+0j)
905,10.03.2018,17:00,0.0,0j
906,10.03.2018,18:00,0.0,0j
907,10.03.2018,19:00,0.0,0j
908,10.03.2018,20:00,0.0,0j
909,10.03.2018,21:00,0.0,0j
910,10.03.2018,22:00,0.0,0j
911,10.03.2018,23:00,0.28,(1.9248689313418927+0j)
912,11.03.2018,00:00,1.39,(3.2836239833934138+0j)
913,11.03.2018,01:00,1.9,(3.644178872818541+0j)
914,11.03.2018,02:00,0.49,(2.319603982212452+0j)
915,11.03.2018,03:00,0.27,(1.901675481110233+0j)
916,11.03.2018,04:00,0.0,0j
917,11.03.2018,05:00,0.0,0j
918,11.03.2018,06:00,0.0,0j
919,11.03.2018,07:00,0.0,0j
920,11.03.2018,08:00,0.0,0j
921,11.03.2018,09:00,0.0,0j
922,11.03.2018,10:00,0.0,0j
923,11.03.2018,11:00,0.0,0j
924,11.03.2018,12:00,0.0,0j
925,11.03.2018,13:00,0.0,0j
926,11.03.2018,14:00,0.1,(1.3656785418956527+0j)
927,11.03.2018,15:00,0.05,(1.0839397770277779+0j)
928,11.03.2018,16:00,0.06,(1.1518578925364569+0j)
929,11.03.2018,17:00,2.96,(4.224536395263232+0j)
930,11.03.2018,18:00,4.09,(4.70532459374016+0j)
931,11.03.2018,19:00,3.1,(4.290116148897091+0j)
932,11.03.2018,20:00,5.48,(5.187307639867812+0j)
933,11.03.2018,21:00,3.42,(4.432926402496671+0j)
934,11.03.2018,22:00,5.54,(5.20617074272585+0j)
935,11.03.2018,23:00,3.89,(4.627342930612521+0j)
936,12.03.2018,00:00,4.55,(4.875497647275834+0j)
937,12.03.2018,01:00,1.81,(3.585705994673447+0j)
938,12.03.2018,02:00,0.04,(1.0062405530721719+0j)
939,12.03.2018,03:00,0.0,0j
940,12.03.2018,04:00,0.0,0j
