,Tarih,Saat,Toplam (MWh),KONYA WindSpeed(m/s)
18513,06.11.2020,09:00,49.58,(8.47486780732051+0j)
18514,06.11.2020,10:00,67.24,(9.38080251973224+0j)
18515,06.11.2020,11:00,69.61,(9.48974705145049+0j)
18516,06.11.2020,12:00,48.07,(8.387942910754841+0j)
18517,06.11.2020,13:00,49.65,(8.478854372968012+0j)
18518,06.11.2020,14:00,54.3,(8.735693106481106+0j)
18519,06.11.2020,15:00,39.37,(7.847883790619823+0j)
18520,06.11.2020,16:00,27.38,(6.953048197130892+0j)
18521,06.11.2020,17:00,30.89,(7.238302483461156+0j)
18522,06.11.2020,18:00,35.95,(7.613722726632162+0j)
18523,06.11.2020,19:00,39.3,(7.8432298428548615+0j)
18524,06.11.2020,20:00,27.85,(6.992607608527182+0j)
18525,06.11.2020,21:00,24.53,(6.70290824795673+0j)
18526,06.11.2020,22:00,23.22,(6.581398133600409+0j)
18527,06.11.2020,23:00,15.8,(5.788727698986141+0j)
18528,07.11.2020,00:00,19.01,(6.156843732544906+0j)
18529,07.11.2020,01:00,20.42,(6.305448813112674+0j)
18530,07.11.2020,02:00,25.83,(6.8192858254000726+0j)
18531,07.11.2020,03:00,15.96,(5.808202118844132+0j)
18532,07.11.2020,04:00,28.15,(7.017626095742914+0j)
18533,07.11.2020,05:00,46.64,(8.303928590696627+0j)
18534,07.11.2020,06:00,53.72,(8.704478559867518+0j)
18535,07.11.2020,07:00,52.04,(8.612776705649763+0j)
18536,07.11.2020,08:00,35.6,(7.5889336864728225+0j)
18537,07.11.2020,09:00,30.54,(7.210860648640062+0j)
18538,07.11.2020,10:00,17.38,(5.975588497454884+0j)
18539,07.11.2020,11:00,38.07,(7.760535993349217+0j)
18540,07.11.2020,12:00,41.18,(7.9663528651838975+0j)
18541,07.11.2020,13:00,38.16,(7.766646654136448+0j)
18542,07.11.2020,14:00,39.29,(7.842564542160954+0j)
18543,07.11.2020,15:00,34.39,(7.501961260831783+0j)
18544,07.11.2020,16:00,39.44,(7.852532225158618+0j)
18545,07.11.2020,17:00,47.37,(8.34702831665725+0j)
18546,07.11.2020,18:00,56.84,(8.869833107266512+0j)
18547,07.11.2020,19:00,53.18,(8.675214122678844+0j)
18548,07.11.2020,20:00,46.79,(8.31282121752893+0j)
18549,07.11.2020,21:00,42.27,(8.036029231483553+0j)
18550,07.11.2020,22:00,36.3,(7.638351391267284+0j)
18551,07.11.2020,23:00,42.8,(8.069476259741391+0j)
18552,08.11.2020,00:00,25.6,(6.798984957934541+0j)
18553,08.11.2020,01:00,34.96,(7.543181655558452+0j)
18554,08.11.2020,02:00,48.61,(8.419235008297864+0j)
18555,08.11.2020,03:00,51.0,(8.555015825768148+0j)
18556,08.11.2020,04:00,48.57,(8.416925045905142+0j)
18557,08.11.2020,05:00,33.49,(7.43593881730777+0j)
18558,08.11.2020,06:00,24.48,(6.69835092519745+0j)
18559,08.11.2020,07:00,34.93,(7.541023377427605+0j)
18560,08.11.2020,08:00,23.79,(6.634816345567197+0j)
18561,08.11.2020,09:00,26.11,(6.843837921352804+0j)
18562,08.11.2020,10:00,18.97,(6.1525223809005505+0j)
18563,08.11.2020,11:00,10.4,(5.035491551760483+0j)
18564,08.11.2020,12:00,16.73,(5.900145734203923+0j)
18565,08.11.2020,13:00,21.02,(6.366611203169702+0j)
18566,08.11.2020,14:00,18.56,(6.107874185143922+0j)
18567,08.11.2020,15:00,7.53,(4.521637590095462+0j)
18568,08.11.2020,16:00,3.32,(3.441465761051912+0j)
18569,08.11.2020,17:00,0.73,(2.0771684234452765+0j)
18570,08.11.2020,18:00,0.0,0j
18571,08.11.2020,19:00,0.0,0j
18572,08.11.2020,20:00,0.15,(1.2257291417634533+0j)
18573,08.11.2020,21:00,0.0,0j
18574,08.11.2020,22:00,0.52,(1.855090948782318+0j)
18575,08.11.2020,23:00,0.35,(1.6257487921541758+0j)
18576,09.11.2020,00:00,0.18,(1.3025315759917813+0j)
18577,09.11.2020,01:00,0.16,(1.2523837371906519+0j)
18578,09.11.2020,02:00,0.1,(1.0707730333025423+0j)
18579,09.11.2020,03:00,0.0,0j
18580,09.11.2020,04:00,0.0,0j
18581,09.11.2020,05:00,0.0,0j
18582,09.11.2020,06:00,0.0,0j
18583,09.11.2020,07:00,0.0,0j
18584,09.11.2020,08:00,0.0,0j
18585,09.11.2020,09:00,5.07,(3.963085223826998+0j)
18586,09.11.2020,10:00,8.31,(4.672662709847963+0j)
18587,09.11.2020,11:00,9.64,(4.909716737442752+0j)
18588,09.11.2020,12:00,5.04,(3.9552530191764688+0j)
18589,09.11.2020,13:00,0.83,(2.167987577420892+0j)
18590,09.11.2020,14:00,0.0,0j
18591,09.11.2020,15:00,0.0,0j
18592,09.11.2020,16:00,0.0,0j
18593,09.11.2020,17:00,0.83,(2.167987577420892+0j)
18594,09.11.2020,18:00,0.0,0j
18595,09.11.2020,19:00,0.0,0j
18596,09.11.2020,20:00,0.0,0j
18597,09.11.2020,21:00,0.0,0j
18598,09.11.2020,22:00,0.0,0j
18599,09.11.2020,23:00,0.0,0j
18600,10.11.2020,00:00,0.0,0j
18601,10.11.2020,01:00,0.0,0j
18602,10.11.2020,02:00,0.0,0j
18603,10.11.2020,03:00,0.0,0j
18604,10.11.2020,04:00,1.69,(2.7478498211528577+0j)
18605,10.11.2020,05:00,4.59,(3.8338488528469044+0j)
18606,10.11.2020,06:00,13.57,(5.502466085537551+0j)
18607,10.11.2020,07:00,15.45,(5.745664367998309+0j)
18608,10.11.2020,08:00,6.19,(4.235723881721673+0j)
18609,10.11.2020,09:00,6.96,(4.404539459507767+0j)
18610,10.11.2020,10:00,8.77,(4.757337430721896+0j)
18611,10.11.2020,11:00,1.94,(2.8771643373277374+0j)
18612,10.11.2020,12:00,0.0,0j
18613,10.11.2020,13:00,0.38,(1.6709314145760432+0j)
18614,10.11.2020,14:00,1.95,(2.8820994487786016+0j)
18615,10.11.2020,15:00,2.37,(3.075720546996181+0j)
18616,10.11.2020,16:00,7.7,(4.55541205738149+0j)
18617,10.11.2020,17:00,10.0,(4.970088154710765+0j)
18618,10.11.2020,18:00,15.15,(5.708232267184638+0j)
18619,10.11.2020,19:00,9.86,(4.946785322727585+0j)
18620,10.11.2020,20:00,18.8,(6.134088558666215+0j)
18621,10.11.2020,21:00,14.27,(5.595498061382687+0j)
18622,10.11.2020,22:00,18.11,(6.05810656729384+0j)
18623,10.11.2020,23:00,18.68,(6.121009438900636+0j)
18624,11.11.2020,00:00,12.86,(5.404776606047889+0j)
18625,11.11.2020,01:00,5.5,(4.072098941914843+0j)
18626,11.11.2020,02:00,7.33,(4.4812456363997+0j)
18627,11.11.2020,03:00,19.65,(6.225175651688091+0j)
18628,11.11.2020,04:00,31.86,(7.31328810027175+0j)
18629,11.11.2020,05:00,35.88,(7.6087778320247565+0j)
18630,11.11.2020,06:00,36.92,(7.681593527511502+0j)
18631,11.11.2020,07:00,33.71,(7.452185830323815+0j)
18632,11.11.2020,08:00,23.95,(6.649657309530821+0j)
18633,11.11.2020,09:00,15.84,(5.793608584687189+0j)
18634,11.11.2020,10:00,11.87,(5.262365370403644+0j)
18635,11.11.2020,11:00,12.96,(5.418749720469611+0j)
18636,11.11.2020,12:00,12.63,(5.372361260054736+0j)
18637,11.11.2020,13:00,12.73,(5.386502839533164+0j)
18638,11.11.2020,14:00,10.05,(4.978357867390267+0j)
18639,11.11.2020,15:00,10.78,(5.096089095216938+0j)
18640,11.11.2020,16:00,21.19,(6.3837285385064435+0j)
18641,11.11.2020,17:00,14.89,(5.675389309939177+0j)
18642,11.11.2020,18:00,15.8,(5.788727698986141+0j)
18643,11.11.2020,19:00,17.93,(6.037968668339376+0j)
18644,11.11.2020,20:00,13.62,(5.509215928032826+0j)
18645,11.11.2020,21:00,8.01,(4.61574276121392+0j)
18646,11.11.2020,22:00,10.02,(4.9733993403369325+0j)
18647,11.11.2020,23:00,8.4,(4.689470993824297+0j)
18648,12.11.2020,00:00,0.37,(1.6561436353733923+0j)
18649,12.11.2020,01:00,0.04,(0.7889523165162555+0j)
18650,12.11.2020,02:00,0.26,(1.4723866617968684+0j)
18651,12.11.2020,03:00,0.08,(0.9940176309421529+0j)
18652,12.11.2020,04:00,1.51,(2.646608731778666+0j)
18653,12.11.2020,05:00,3.4,(3.468888955176604+0j)
18654,12.11.2020,06:00,2.44,(3.105708571568174+0j)
18655,12.11.2020,07:00,0.42,(1.7276158853209145+0j)
18656,12.11.2020,08:00,0.0,0j
18657,12.11.2020,09:00,0.0,0j
18658,12.11.2020,10:00,0.0,0j
18659,12.11.2020,11:00,0.0,0j
18660,12.11.2020,12:00,0.0,0j
18661,12.11.2020,13:00,0.0,0j
18662,12.11.2020,14:00,0.0,0j
18663,12.11.2020,15:00,0.0,0j
18664,12.11.2020,16:00,0.0,0j
18665,12.11.2020,17:00,0.0,0j
18666,12.11.2020,18:00,0.0,0j
18667,12.11.2020,19:00,0.0,0j
18668,12.11.2020,20:00,0.0,0j
18669,12.11.2020,21:00,0.0,0j
18670,12.11.2020,22:00,0.0,0j
18671,12.11.2020,23:00,1.41,(2.5868453311164057+0j)
18672,13.11.2020,00:00,6.47,(4.2986509854215225+0j)
18673,13.11.2020,01:00,10.89,(5.113364105620302+0j)
18674,13.11.2020,02:00,12.27,(5.320824641954066+0j)
18675,13.11.2020,03:00,18.56,(6.107874185143922+0j)
18676,13.11.2020,04:00,9.98,(4.966772551221913+0j)
18677,13.11.2020,05:00,8.01,(4.61574276121392+0j)
18678,13.11.2020,06:00,2.26,(3.027379773204814+0j)
18679,13.11.2020,07:00,0.5,(1.830996131297393+0j)
18680,13.11.2020,08:00,0.0,0j
18681,13.11.2020,09:00,0.0,0j
18682,13.11.2020,10:00,0.0,0j
18683,13.11.2020,11:00,0.0,0j
18684,13.11.2020,12:00,0.0,0j
18685,13.11.2020,13:00,0.0,0j
18686,13.11.2020,14:00,0.0,0j
18687,13.11.2020,15:00,0.0,0j
18688,13.11.2020,16:00,0.0,0j
18689,13.11.2020,17:00,0.0,0j
18690,13.11.2020,18:00,0.0,0j
18691,13.11.2020,19:00,0.3,(1.544321947177352+0j)
18692,13.11.2020,20:00,4.7,(3.8642336484914335+0j)
18693,13.11.2020,21:00,8.38,(4.6857462337234645+0j)
18694,13.11.2020,22:00,14.85,(5.670302693447503+0j)
18695,13.11.2020,23:00,19.76,(6.236770147181508+0j)
18696,14.11.2020,00:00,28.1,(7.013468733338792+0j)
18697,14.11.2020,01:00,31.01,(7.2476633765085+0j)
18698,14.11.2020,02:00,21.6,(6.424638199815253+0j)
18699,14.11.2020,03:00,13.2,(5.451994415425068+0j)
18700,14.11.2020,04:00,15.1,(5.7019456626852465+0j)
18701,14.11.2020,05:00,7.7,(4.55541205738149+0j)
18702,14.11.2020,06:00,6.8,(4.370526214374836+0j)
18703,14.11.2020,07:00,10.3,(5.019300148814756+0j)
18704,14.11.2020,08:00,7.9,(4.594516219464028+0j)
18705,14.11.2020,09:00,10.9,(5.114928782616863+0j)
18706,14.11.2020,10:00,6.3,(4.260667156183564+0j)
18707,14.11.2020,11:00,1.9,(2.857252527471502+0j)
18708,14.11.2020,12:00,0.0,0j
18709,14.11.2020,13:00,0.2,(1.349089484317657+0j)
18710,14.11.2020,14:00,2.3,(3.045136072324601+0j)
18711,14.11.2020,15:00,8.1,(4.632965841532055+0j)
18712,14.11.2020,16:00,10.3,(5.019300148814756+0j)
18713,14.11.2020,17:00,14.3,(5.599416478672651+0j)
18714,14.11.2020,18:00,26.8,(6.9036011102144474+0j)
18715,14.11.2020,19:00,33.3,(7.421849948542758+0j)
18716,14.11.2020,20:00,32.5,(7.361933308984341+0j)
18717,14.11.2020,21:00,24.0,(6.6542815511529465+0j)
18718,14.11.2020,22:00,27.2,(6.937777910353207+0j)
18719,14.11.2020,23:00,49.7,(8.481699626326865+0j)
18720,15.11.2020,00:00,61.9,(9.125590468177679+0j)
18721,15.11.2020,01:00,66.0,(9.322779311792546+0j)
18722,15.11.2020,02:00,56.5,(8.85211215715772+0j)
18723,15.11.2020,03:00,49.7,(8.481699626326865+0j)
18724,15.11.2020,04:00,53.7,(8.703398197617393+0j)
18725,15.11.2020,05:00,63.4,(9.198715304299503+0j)
18726,15.11.2020,06:00,63.7,(9.213201494064784+0j)
18727,15.11.2020,07:00,69.5,(9.484745746501265+0j)
18728,15.11.2020,08:00,63.9,(9.222833703373798+0j)
18729,15.11.2020,09:00,64.6,(9.256389007226593+0j)
18730,15.11.2020,10:00,64.4,(9.246826615081652+0j)
18731,15.11.2020,11:00,61.2,(9.091060876745376+0j)
18732,15.11.2020,12:00,55.5,(8.799576129633884+0j)
18733,15.11.2020,13:00,54.1,(8.7249546898713+0j)
18734,15.11.2020,14:00,52.6,(8.643560442939854+0j)
18735,15.11.2020,15:00,47.5,(8.354657072880215+0j)
18736,15.11.2020,16:00,55.3,(8.788993345966247+0j)
18737,15.11.2020,17:00,59.0,(8.980794573344347+0j)
18738,15.11.2020,18:00,72.1,(9.601575770361839+0j)
18739,15.11.2020,19:00,69.2,(9.471078946955858+0j)
18740,15.11.2020,20:00,64.7,(9.26116280333187+0j)
18741,15.11.2020,21:00,57.7,(8.914343459767185+0j)
18742,15.11.2020,22:00,48.5,(8.412879558099771+0j)
18743,15.11.2020,23:00,35.1,(7.5532373276407245+0j)
18744,16.11.2020,00:00,26.5,(6.877744684026293+0j)
18745,16.11.2020,01:00,19.4,(6.198662657261473+0j)
18746,16.11.2020,02:00,17.6,(6.000696307037788+0j)
18747,16.11.2020,03:00,13.4,(5.479391832361622+0j)
18748,16.11.2020,04:00,5.7,(4.12087123000553+0j)
18749,16.11.2020,05:00,0.5,(1.830996131297393+0j)
18750,16.11.2020,06:00,0.0,0j
18751,16.11.2020,07:00,0.0,0j
18752,16.11.2020,08:00,0.0,0j
18753,16.11.2020,09:00,0.0,0j
18754,16.11.2020,10:00,0.0,0j
18755,16.11.2020,11:00,0.0,0j
18756,16.11.2020,12:00,0.0,0j
18757,16.11.2020,13:00,0.0,0j
18758,16.11.2020,14:00,0.0,0j
18759,16.11.2020,15:00,0.0,0j
18760,16.11.2020,16:00,0.0,0j
18761,16.11.2020,17:00,0.0,0j
18762,16.11.2020,18:00,0.0,0j
18763,16.11.2020,19:00,0.0,0j
18764,16.11.2020,20:00,0.0,0j
18765,16.11.2020,21:00,0.7,(2.048315125076211+0j)
18766,16.11.2020,22:00,3.8,(3.5999126042266743+0j)
18767,16.11.2020,23:00,6.0,(4.191934699112353+0j)
18768,17.11.2020,00:00,7.0,(4.412961161581186+0j)
18769,17.11.2020,01:00,10.2,(5.003003605047572+0j)
18770,17.11.2020,02:00,10.8,(5.0992387184509065+0j)
18771,17.11.2020,03:00,5.8,(4.144830322024981+0j)
18772,17.11.2020,04:00,1.1,(2.3813779075833685+0j)
18773,17.11.2020,05:00,2.5,(3.1309593429766296+0j)
18774,17.11.2020,06:00,0.9,(2.227297664732836+0j)
18775,17.11.2020,07:00,0.1,(1.0707730333025423+0j)
18776,17.11.2020,08:00,2.0,(2.9065251849711853+0j)
18777,17.11.2020,09:00,5.7,(4.12087123000553+0j)
18778,17.11.2020,10:00,4.9,(3.9182858749026104+0j)
18779,17.11.2020,11:00,2.75,(3.2320270720571065+0j)
18780,17.11.2020,12:00,0.27,(1.4910264464132295+0j)
18781,17.11.2020,13:00,0.0,0j
18782,17.11.2020,14:00,0.75,(2.0959673495561764+0j)
18783,17.11.2020,15:00,1.18,(2.4377627000905835+0j)
18784,17.11.2020,16:00,0.2,(1.349089484317657+0j)
18785,17.11.2020,17:00,0.0,0j
18786,17.11.2020,18:00,0.0,0j
18787,17.11.2020,19:00,0.0,0j
18788,17.11.2020,20:00,0.0,0j
18789,17.11.2020,21:00,0.0,0j
18790,17.11.2020,22:00,0.0,0j
18791,17.11.2020,23:00,0.0,0j
18792,18.11.2020,00:00,0.0,0j
18793,18.11.2020,01:00,0.0,0j
18794,18.11.2020,02:00,0.0,0j
18795,18.11.2020,03:00,0.0,0j
18796,18.11.2020,04:00,0.0,0j
18797,18.11.2020,05:00,0.0,0j
18798,18.11.2020,06:00,0.0,0j
18799,18.11.2020,07:00,0.0,0j
18800,18.11.2020,08:00,0.0,0j
18801,18.11.2020,09:00,0.0,0j
18802,18.11.2020,10:00,0.0,0j
18803,18.11.2020,11:00,0.0,0j
18804,18.11.2020,12:00,0.0,0j
18805,18.11.2020,13:00,0.0,0j
18806,18.11.2020,14:00,0.0,0j
18807,18.11.2020,15:00,8.0,(4.613821136195325+0j)
18808,18.11.2020,16:00,13.0,(5.424318840237632+0j)
18809,18.11.2020,17:00,13.0,(5.424318840237632+0j)
18810,18.11.2020,18:00,20.0,(6.261918685953259+0j)
18811,18.11.2020,19:00,22.0,(6.464054144114213+0j)
18812,18.11.2020,20:00,38.0,(7.755776595628966+0j)
18813,18.11.2020,21:00,25.0,(6.745447421588285+0j)
18814,18.11.2020,22:00,12.0,(5.281506767196385+0j)
18815,18.11.2020,23:00,7.0,(4.412961161581186+0j)
18816,19.11.2020,00:00,7.4,(4.4954654594690675+0j)
18817,19.11.2020,01:00,8.4,(4.689470993824297+0j)
18818,19.11.2020,02:00,8.7,(4.744646302588908+0j)
18819,19.11.2020,03:00,8.2,(4.651953618643192+0j)
18820,19.11.2020,04:00,15.7,(5.776489337534638+0j)
18821,19.11.2020,05:00,21.3,(6.39475572969524+0j)
18822,19.11.2020,06:00,28.7,(7.063035528024499+0j)
18823,19.11.2020,07:00,30.8,(7.231265892035998+0j)
18824,19.11.2020,08:00,25.1,(6.754429386155035+0j)
18825,19.11.2020,09:00,19.7,(6.230451226799089+0j)
18826,19.11.2020,10:00,19.0,(6.155763963365881+0j)
18827,19.11.2020,11:00,18.8,(6.134088558666215+0j)
18828,19.11.2020,12:00,31.01,(7.2476633765085+0j)
18829,19.11.2020,13:00,26.12,(6.844711528449523+0j)
18830,19.11.2020,14:00,27.66,(6.976669508091301+0j)
18831,19.11.2020,15:00,20.65,(6.329034220966488+0j)
18832,19.11.2020,16:00,14.1,(5.573189319104199+0j)
18833,19.11.2020,17:00,8.9,(4.780728648921705+0j)
18834,19.11.2020,18:00,5.9,(4.168515580860537+0j)
18835,19.11.2020,19:00,33.7,(7.451448865739271+0j)
18836,19.11.2020,20:00,18.7,(6.123193174169344+0j)
18837,19.11.2020,21:00,13.6,(5.506517976608209+0j)
18838,19.11.2020,22:00,15.0,(5.68933069744302+0j)
18839,19.11.2020,23:00,8.1,(4.632965841532055+0j)
18840,20.11.2020,00:00,9.49,(4.884118166285118+0j)
18841,20.11.2020,01:00,15.89,(5.799698150431923+0j)
18842,20.11.2020,02:00,15.42,(5.741943081744882+0j)
18843,20.11.2020,03:00,9.61,(4.904618377869775+0j)
18844,20.11.2020,04:00,4.56,(3.8254779771899647+0j)
18845,20.11.2020,05:00,1.68,(2.742419273755392+0j)
18846,20.11.2020,06:00,7.09,(4.431793371928726+0j)
18847,20.11.2020,07:00,12.17,(5.3063303597418585+0j)
18848,20.11.2020,08:00,16.68,(5.894262058847265+0j)
18849,20.11.2020,09:00,6.15,(4.226580358668268+0j)
18850,20.11.2020,10:00,3.62,(3.542150002997079+0j)
18851,20.11.2020,11:00,2.67,(3.2003772829900012+0j)
18852,20.11.2020,12:00,1.1,(2.3813779075833685+0j)
18853,20.11.2020,13:00,1.06,(2.3521555954136963+0j)
18854,20.11.2020,14:00,1.2,(2.4514582835269065+0j)
18855,20.11.2020,15:00,2.53,(3.143433416319587+0j)
18856,20.11.2020,16:00,12.59,(5.36668372741305+0j)
18857,20.11.2020,17:00,20.84,(6.348386071393054+0j)
18858,20.11.2020,18:00,26.94,(6.915601434285145+0j)
18859,20.11.2020,19:00,29.98,(7.166514238630755+0j)
18860,20.11.2020,20:00,33.72,(7.452922649176781+0j)
18861,20.11.2020,21:00,37.59,(7.727782088423821+0j)
18862,20.11.2020,22:00,41.22,(7.968931390324374+0j)
18863,20.11.2020,23:00,46.65,(8.304522025172362+0j)
18864,21.11.2020,00:00,39.69,(7.869089017504047+0j)
18865,21.11.2020,01:00,45.42,(8.230883761718529+0j)
18866,21.11.2020,02:00,57.16,(8.886447209508523+0j)
18867,21.11.2020,03:00,64.2,(9.23724440447196+0j)
18868,21.11.2020,04:00,69.19,(9.470622707302617+0j)
18869,21.11.2020,05:00,67.43,(9.389629985090297+0j)
18870,21.11.2020,06:00,64.3,(9.242037993502803+0j)
18871,21.11.2020,07:00,47.03,(8.327009973405461+0j)
18872,21.11.2020,08:00,51.23,(8.567857022617206+0j)
18873,21.11.2020,09:00,41.76,(8.003579353813306+0j)
18874,21.11.2020,10:00,27.53,(6.965722392510043+0j)
18875,21.11.2020,11:00,12.43,(5.343852571366705+0j)
18876,21.11.2020,12:00,1.39,(2.574556094322664+0j)
18877,21.11.2020,13:00,3.47,(3.4925335240520066+0j)
18878,21.11.2020,14:00,2.31,(3.0495429324127765+0j)
18879,21.11.2020,15:00,1.29,(2.5112733931487683+0j)
18880,21.11.2020,16:00,1.52,(2.6524382852647226+0j)
18881,21.11.2020,17:00,0.21,(1.371209636877696+0j)
18882,21.11.2020,18:00,0.0,0j
18883,21.11.2020,19:00,0.0,0j
18884,21.11.2020,20:00,0.0,0j
18885,21.11.2020,21:00,0.0,0j
18886,21.11.2020,22:00,0.0,0j
18887,21.11.2020,23:00,0.0,0j
18888,22.11.2020,00:00,0.0,0j
18889,22.11.2020,01:00,0.0,0j
18890,22.11.2020,02:00,0.0,0j
18891,22.11.2020,03:00,0.0,0j
18892,22.11.2020,04:00,0.0,0j
18893,22.11.2020,05:00,0.0,0j
18894,22.11.2020,06:00,1.04,(2.3372681358402945+0j)
18895,22.11.2020,07:00,0.32,(1.577904633032511+0j)
18896,22.11.2020,08:00,0.0,0j
18897,22.11.2020,09:00,0.0,0j
18898,22.11.2020,10:00,0.0,0j
18899,22.11.2020,11:00,0.0,0j
18900,22.11.2020,12:00,0.01,(0.4970088154710765+0j)
18901,22.11.2020,13:00,0.87,(2.2022697297538834+0j)
18902,22.11.2020,14:00,4.17,(3.7131524207691817+0j)
18903,22.11.2020,15:00,7.25,(4.464883115033321+0j)
18904,22.11.2020,16:00,11.41,(5.193490083498155+0j)
18905,22.11.2020,17:00,7.98,(4.609973076748551+0j)
18906,22.11.2020,18:00,12.19,(5.309235550773798+0j)
18907,22.11.2020,19:00,11.39,(5.190453841892064+0j)
18908,22.11.2020,20:00,15.07,(5.698167036222283+0j)
18909,22.11.2020,21:00,9.47,(4.880684690168436+0j)
18910,22.11.2020,22:00,10.97,(5.125854815658732+0j)
18911,22.11.2020,23:00,6.27,(4.2538934290909305+0j)
18912,23.11.2020,00:00,3.54,(3.5158622067170717+0j)
18913,23.11.2020,01:00,2.41,(3.0929277332626515+0j)
18914,23.11.2020,02:00,0.47,(1.7936183753308608+0j)
18915,23.11.2020,03:00,0.27,(1.4910264464132295+0j)
18916,23.11.2020,04:00,0.0,0j
18917,23.11.2020,05:00,0.0,0j
18918,23.11.2020,06:00,0.0,0j
18919,23.11.2020,07:00,0.0,0j
18920,23.11.2020,08:00,0.0,0j
18921,23.11.2020,09:00,0.0,0j
18922,23.11.2020,10:00,0.0,0j
18923,23.11.2020,11:00,0.0,0j
18924,23.11.2020,12:00,0.0,0j
18925,23.11.2020,13:00,0.0,0j
18926,23.11.2020,14:00,0.0,0j
18927,23.11.2020,15:00,0.0,0j
18928,23.11.2020,16:00,0.0,0j
18929,23.11.2020,17:00,0.0,0j
18930,23.11.2020,18:00,0.0,0j
18931,23.11.2020,19:00,1.17,(2.4308568197480382+0j)
18932,23.11.2020,20:00,5.04,(3.9552530191764688+0j)
18933,23.11.2020,21:00,14.57,(5.634438062038049+0j)
18934,23.11.2020,22:00,26.41,(6.869949726817727+0j)
18935,23.11.2020,23:00,30.12,(7.177652267136491+0j)
18936,24.11.2020,00:00,13.78,(5.530705042412696+0j)
18937,24.11.2020,01:00,2.72,(3.220231247878085+0j)
18938,24.11.2020,02:00,7.9,(4.594516219464028+0j)
18939,24.11.2020,03:00,10.75,(5.091357347746608+0j)
18940,24.11.2020,04:00,20.71,(6.335158108890355+0j)
18941,24.11.2020,05:00,27.31,(6.947117727897885+0j)
18942,24.11.2020,06:00,17.28,(5.964105785652918+0j)
18943,24.11.2020,07:00,13.02,(5.427099116911148+0j)
18944,24.11.2020,08:00,6.46,(4.296435185551903+0j)
18945,24.11.2020,09:00,10.86,(5.108664319786922+0j)
18946,24.11.2020,10:00,12.55,(5.360994156513711+0j)
18947,24.11.2020,11:00,10.02,(4.9733993403369325+0j)
18948,24.11.2020,12:00,2.65,(3.1923662925816094+0j)
18949,24.11.2020,13:00,0.24,(1.433621501104308+0j)
18950,24.11.2020,14:00,0.0,0j
18951,24.11.2020,15:00,0.0,0j
18952,24.11.2020,16:00,0.0,0j
18953,24.11.2020,17:00,2.03,(2.9209857473030763+0j)
18954,24.11.2020,18:00,13.88,(5.544051390114358+0j)
18955,24.11.2020,19:00,28.91,(7.080220597049958+0j)
18956,24.11.2020,20:00,48.21,(8.396078087364133+0j)
18957,24.11.2020,21:00,57.2,(8.888519608653038+0j)
18958,24.11.2020,22:00,66.57,(9.349540722667049+0j)
18959,24.11.2020,23:00,70.66,(9.537223705990572+0j)
18960,25.11.2020,00:00,69.28,(9.47472728281244+0j)
18961,25.11.2020,01:00,70.62,(9.535423720346998+0j)
18962,25.11.2020,02:00,67.09,(9.373821714564627+0j)
18963,25.11.2020,03:00,73.51,(9.66376216147321+0j)
18964,25.11.2020,04:00,70.45,(9.527766189383424+0j)
18965,25.11.2020,05:00,66.49,(9.345793974493388+0j)
18966,25.11.2020,06:00,52.68,(8.647940256429647+0j)
18967,25.11.2020,07:00,58.18,(8.938994379482196+0j)
18968,25.11.2020,08:00,46.09,(8.271158207993002+0j)
18969,25.11.2020,09:00,41.23,(7.969575760941747+0j)
18970,25.11.2020,10:00,39.86,(7.880307962022926+0j)
18971,25.11.2020,11:00,40.16,(7.900028534649424+0j)
18972,25.11.2020,12:00,36.96,(7.684366666209991+0j)
18973,25.11.2020,13:00,66.61,(9.351412971172198+0j)
18974,25.11.2020,14:00,77.05,(9.816461619702736+0j)
18975,25.11.2020,15:00,77.77,(9.846943776641414+0j)
18976,25.11.2020,16:00,76.53,(9.794328430777952+0j)
18977,25.11.2020,17:00,76.81,(9.806258716033168+0j)
18978,25.11.2020,18:00,78.28,(9.868421653797729+0j)
18979,25.11.2020,19:00,66.79,(9.359828826595777+0j)
18980,25.11.2020,20:00,63.88,(9.221871387663207+0j)
18981,25.11.2020,21:00,48.48,(8.411722989545451+0j)
18982,25.11.2020,22:00,47.91,(8.378626201486155+0j)
18983,25.11.2020,23:00,49.05,(8.44456136173902+0j)
18984,26.11.2020,00:00,65.42,(9.295389770910429+0j)
18985,26.11.2020,01:00,72.74,(9.629901777991611+0j)
18986,26.11.2020,02:00,76.25,(9.7823690103942+0j)
18987,26.11.2020,03:00,78.68,(9.885201862367047+0j)
18988,26.11.2020,04:00,78.9,(9.894406745403836+0j)
18989,26.11.2020,05:00,73.14,(9.647521251507555+0j)
18990,26.11.2020,06:00,77.08,(9.817735492234517+0j)
18991,26.11.2020,07:00,78.02,(9.85748384267791+0j)
18992,26.11.2020,08:00,78.72,(9.886876752582488+0j)
18993,26.11.2020,09:00,75.37,(9.744590581961223+0j)
18994,26.11.2020,10:00,76.11,(9.776378318806037+0j)
18995,26.11.2020,11:00,75.09,(9.732508537232953+0j)
18996,26.11.2020,12:00,76.28,(9.783651775818083+0j)
18997,26.11.2020,13:00,62.96,(9.177385997501116+0j)
18998,26.11.2020,14:00,68.19,(9.42477495093163+0j)
18999,26.11.2020,15:00,69.67,(9.492472815510041+0j)
